States/UTs,District,Constituency,Year,Murder,Culpable Homicide,Rape,Kidnapping & Abduction,Dacoity,Robbery,Criminal Trespass/Burglary,Theft,Unlawful Assembly,Riots,Criminal Breach of Trust,Cheating,Forgery,Counterfeiting,Arson,Grievous Hurt,Acid attack,Dowry Deaths,Sexual Harassment,Cruelty,Causing Death by Negligence,Extortion,Incidence of Rash Driving,HumanTrafficking,Unnatural Offence,Other IPC crimes,Total crimes against SCs,Voyeurism,Stalking,Abetment of Suicides of Women,Immoral Traffic Prevention Act,Total_Count
Telangana,Kamareddy,Jukkal,2019,37,3,35,24,26,32,7,6,11,7,1,9,10,13,14,46,10,18,82,0,19,14,24,3,15,11,8,14,9,6,17,531
Telangana,Kamareddy,Banswada,2019,27,23,26,1,11,58,21,30,2,47,21,8,18,5,11,58,10,12,22,13,19,14,12,16,19,14,11,29,20,2,25,605
Telangana,Kamareddy,Yellareddy,2019,44,2,76,6,26,35,8,46,24,5,11,22,18,9,16,22,12,25,54,11,9,30,17,1,5,6,16,5,23,13,16,613
Telangana,Kamareddy,Kamareddy,2019,61,3,43,64,21,25,48,70,10,47,38,23,13,16,12,21,12,9,87,11,20,14,5,2,15,88,9,22,3,27,26,865
Telangana,Jagtial,Koratla,2019,41,22,47,0,15,10,19,62,13,26,10,12,15,14,9,28,9,7,44,7,15,16,20,2,14,48,10,12,17,9,0,573
Telangana,Jagtial,Jagtial,2019,30,21,39,16,16,40,3,61,14,8,9,3,25,0,4,21,4,0,32,18,21,19,26,2,1,58,19,24,22,18,18,592
Telangana,Jagtial,Dharmapuri,2019,2,16,29,73,1,62,22,81,14,61,8,0,18,9,0,66,11,26,21,17,20,20,15,6,12,79,20,22,0,68,2,801
Telangana,Peddapalli,Ramagundam,2019,32,27,74,28,18,15,18,25,25,47,17,13,13,8,10,51,3,6,16,12,6,8,12,6,16,68,8,23,10,25,19,659
Telangana,Peddapalli,Manthani,2019,43,8,39,25,21,59,8,95,9,42,7,7,19,2,8,52,8,21,15,2,14,0,14,0,13,43,10,14,23,22,2,645
Telangana,Peddapalli,Peddapalli,2019,22,24,39,28,14,47,8,51,20,42,23,20,20,10,15,83,0,5,1,2,13,12,25,9,19,35,10,21,24,19,2,663
Telangana,Karimnagar,Karimnagar,2019,21,10,42,33,13,10,21,10,8,58,17,4,12,9,4,43,14,4,95,19,17,16,12,8,5,103,0,1,5,5,24,643
Telangana,Karimnagar,Choppadandi,2019,38,22,5,74,14,28,12,84,10,3,8,6,0,4,11,80,10,26,20,14,48,2,20,11,11,105,11,17,98,10,23,825
Telangana,Rajanna Sircilla,Vemulawada,2019,12,34,78,20,22,11,1,66,17,56,21,2,18,10,2,6,13,4,59,2,19,23,23,6,8,55,25,21,9,0,26,669
Telangana,Rajanna Sircilla,Sircilla,2019,62,30,0,30,5,25,16,81,17,47,17,7,22,5,3,86,8,24,93,16,27,13,11,3,2,110,21,2,6,25,15,829
Telangana,Karimnagar,Manakondur,2019,18,8,28,6,10,46,10,68,5,45,13,9,22,12,15,89,5,20,54,7,25,21,1,6,2,96,14,13,0,16,15,699
Telangana,Karimnagar,Huzurabad,2019,0,32,14,66,6,69,15,6,22,8,12,15,12,1,14,31,3,13,36,0,10,31,21,14,20,78,14,9,21,25,14,632
Telangana,Siddipet,Siddipet,2019,19,21,17,9,17,5,1,9,21,17,2,16,5,13,1,11,11,1,28,2,0,0,11,1,4,30,7,13,2,2,3,299
Telangana,Siddipet,Husnanad,2019,8,9,20,3,16,25,20,0,0,16,16,17,12,6,5,18,6,9,25,12,3,1,11,0,20,37,2,17,0,8,6,348
Telangana,Siddipet,Dubbak,2019,28,1,11,10,6,48,3,32,11,43,15,11,21,13,15,0,4,14,35,13,14,4,14,14,2,74,26,29,9,7,3,530
Telangana,Siddipet,Gajwal,2019,42,31,79,11,19,25,6,71,1,42,1,18,21,8,14,64,1,16,88,3,3,17,25,11,20,55,48,22,22,38,14,836
Telangana,Medak,Medak,2019,47,5,56,23,17,15,22,4,9,52,12,10,7,1,6,20,0,14,74,8,19,28,9,11,15,33,6,6,11,26,9,575
Telangana,Medak,Patancheru,2019,51,31,5,1,21,19,6,38,21,3,4,15,17,16,12,5,4,24,59,19,27,19,15,6,16,60,19,0,3,13,23,572
Telangana,Sangareddy,Narayankhed,2019,26,23,36,69,24,7,21,73,10,58,14,8,19,4,7,43,7,8,0,7,12,11,25,17,10,29,8,26,9,14,22,647
Telangana,Sangareddy,Andole,2019,54,25,48,42,22,38,3,24,27,61,20,19,12,9,6,0,6,7,31,7,17,17,4,1,16,86,7,3,18,15,17,662
Telangana,Sangareddy,Narsapur,2019,44,7,49,36,29,37,4,11,0,52,14,22,17,6,6,4,5,12,81,10,24,5,6,16,4,53,7,22,18,4,12,617
Telangana,Sangareddy,Zahirabad,2019,48,15,74,64,10,59,6,19,1,48,5,10,12,15,8,9,6,5,22,1,26,19,2,7,18,21,3,17,14,6,16,586
Telangana,Sangareddy,Sangareddy,2019,49,8,61,6,21,43,21,13,23,56,10,16,11,13,7,88,8,5,94,12,14,19,18,4,0,24,2,5,10,2,23,686
Telangana,Medchal-Malkajgiri,Malkajgiri,2019,47,34,56,42,25,14,10,33,23,45,20,3,18,1,14,84,14,11,49,16,15,15,8,68,7,32,1,29,48,12,18,812
Telangana,Medchal-Malkajgiri,Medchal,2019,51,7,46,11,11,7,13,47,15,66,14,15,9,16,0,56,2,16,35,11,5,1,21,3,12,13,27,3,0,2,4,539
Telangana,Medchal-Malkajgiri,Quthballapur,2019,67,19,59,21,12,38,17,33,15,61,19,0,48,13,3,79,68,18,66,12,16,0,21,1,8,27,24,15,23,24,7,834
Telangana,Medchal-Malkajgiri,Kukatpally,2019,63,22,63,60,28,42,12,80,17,63,14,19,15,2,9,80,8,24,28,13,10,23,1,4,10,84,8,13,8,16,12,851
Telangana,Medchal-Malkajgiri,Uppal,2019,48,28,56,48,18,20,19,62,21,35,17,12,8,0,9,74,10,1,62,0,10,9,11,15,6,29,5,21,14,13,12,693
Telangana,Rangareddy,Ibrahimpatanam,2019,2,16,51,33,16,48,11,51,0,65,15,10,3,0,7,61,9,18,20,8,1,29,3,9,16,85,21,2,5,27,6,648
Telangana,Rangareddy,Lal Bahadur Nagar,2019,14,12,3,6,15,32,16,75,4,67,17,22,11,12,10,45,7,24,54,16,0,26,25,4,5,26,8,23,6,13,19,617
Telangana,Rangareddy,Maheshwaram,2019,34,20,78,6,11,40,0,35,10,19,15,12,21,13,7,83,9,9,11,9,9,27,3,5,0,0,5,0,1,21,25,538
Telangana,Rangareddy,Rajendranagar,2019,42,11,64,3,23,24,23,98,16,57,1,0,25,16,2,65,12,26,87,9,23,0,18,6,18,100,10,1,17,16,3,816
Telangana,Rangareddy,Serilingampally,2019,41,20,4,9,15,49,10,44,8,29,6,12,5,11,5,28,7,15,58,15,2,11,8,8,17,58,23,10,7,21,17,573
Telangana,Rangareddy,Chevella,2019,8,34,13,18,18,37,7,71,1,21,9,10,11,2,11,45,9,13,34,20,17,10,11,2,18,101,21,20,23,5,8,628
Telangana,Rangareddy,Shadnagar,2019,12,26,69,7,1,49,24,1,8,46,20,6,15,15,7,32,8,3,64,19,18,28,20,3,20,27,9,28,24,24,0,633
Telangana,Vikarabad,Pargi,2019,38,16,62,26,17,54,8,36,25,13,5,3,17,15,3,26,6,1,26,14,9,12,21,5,17,65,4,7,21,24,20,616
Telangana,Vikarabad,Vikarabad,2019,30,24,43,63,5,17,5,90,22,12,17,8,8,0,15,58,14,15,61,3,58,5,68,9,48,86,21,11,4,27,16,863
Telangana,Vikarabad,Tandur,2019,19,3,5,27,10,4,1,38,19,26,1,20,8,0,11,76,9,4,8,6,17,7,23,9,16,78,0,21,22,24,7,519
Telangana,Vikarabad,Kodangal,2019,27,13,31,21,21,37,4,98,8,69,20,18,3,14,11,56,6,7,7,7,13,1,26,12,12,84,6,13,19,14,19,697
Telangana,Hyderabad,Malakpet,2019,38,16,22,26,11,1,6,66,7,62,9,4,16,12,12,40,14,21,23,3,6,17,4,12,9,48,25,5,1,10,9,555
Telangana,Hyderabad,Amberpet,2019,30,26,76,31,10,22,6,9,15,22,24,13,22,4,2,86,14,0,0,16,11,12,6,6,6,58,18,24,17,0,20,606
Telangana,Hyderabad,Musheerabad,2019,9,13,5,29,20,22,16,32,4,15,24,0,5,11,7,5,4,14,11,18,2,0,18,6,6,20,2,3,9,6,2,338
Telangana,Hyderabad,Khairatabad,2019,51,19,61,59,2,7,19,31,2,57,0,13,6,8,2,30,3,13,74,6,22,12,18,17,7,38,25,0,12,8,19,641
Telangana,Hyderabad,Jubileehills,2019,67,19,47,59,25,0,10,54,22,20,23,10,2,1,14,83,6,26,68,3,4,30,23,8,9,65,5,3,4,27,25,762
Telangana,Hyderabad,Sanathnagar,2019,40,34,67,59,28,40,10,86,14,36,10,15,8,4,14,2,8,6,87,2,26,23,15,8,2,59,23,21,24,16,25,812
Telangana,Hyderabad,Nampally,2019,34,20,54,28,28,36,2,56,12,31,5,2,4,5,5,25,11,1,2,6,13,13,11,9,16,99,27,2,4,3,10,574
Telangana,Hyderabad,Karwan,2019,21,14,13,19,29,21,20,16,20,9,18,22,16,11,14,46,10,2,35,0,20,23,24,16,0,88,5,17,19,6,23,597
Telangana,Hyderabad,Goshamahal,2019,39,2,67,44,20,32,13,48,20,0,5,15,20,2,11,12,7,1,77,6,9,11,21,2,2,31,25,6,23,3,23,597
Telangana,Hyderabad,Charminar,2019,8,28,12,12,14,38,9,62,18,48,5,7,5,0,5,69,8,0,70,6,21,21,25,17,4,2,3,28,7,17,21,590
Telangana,Hyderabad,Chandrayangutta,2019,52,26,35,72,27,24,5,98,26,47,14,1,14,14,7,83,3,2,67,19,24,17,13,7,16,98,23,13,21,16,25,909
Telangana,Hyderabad,Yukutpura,2019,39,5,2,72,4,60,6,6,8,58,1,13,24,3,5,38,12,19,17,20,8,30,22,6,11,43,19,2,18,7,18,596
Telangana,Hyderabad,Bahadurpura,2019,28,11,61,29,24,49,22,87,18,7,2,24,10,15,14,83,12,8,67,5,15,18,25,8,12,44,14,23,22,7,1,765
Telangana,Hyderabad,Secunderabad,2019,56,29,49,18,22,65,8,50,1,30,3,17,20,0,9,16,7,11,75,18,22,26,23,13,9,76,19,9,17,2,17,737
Telangana,Hyderabad,Secunderabad(Cantonment),2019,35,13,16,23,21,17,18,2,5,66,23,21,21,14,16,24,1,14,60,8,5,1,10,6,7,89,6,6,16,26,24,614
Telangana,Mahbubnagar,Mahbubnagar,2019,52,17,27,71,28,8,18,18,23,4,18,13,17,13,6,32,14,11,42,1,23,4,16,4,3,94,27,8,16,16,0,644
Telangana,Mahbubnagar,Narayanpet,2019,6,7,66,6,29,45,14,73,1,48,7,3,16,0,8,50,11,24,9,20,16,23,17,5,16,52,10,12,21,25,24,664
Telangana,Mahbubnagar,Judcherla,2019,15,24,38,0,7,2,8,20,9,8,24,23,12,2,2,13,11,0,11,6,9,0,3,13,9,11,2,19,8,6,10,325
Telangana,Mahbubnagar,Devarakadra,2019,58,0,42,64,20,55,15,75,13,37,0,14,2,13,8,31,1,14,26,2,20,31,2,14,5,68,16,11,9,11,0,677
Telangana,Mahbubnagar,Makthal,2019,58,30,76,34,21,8,17,64,5,23,8,24,11,4,1,70,11,23,73,12,27,11,26,3,11,86,19,28,12,6,19,821
Telangana,Wanaparthy,Wanaparthy,2019,0,23,34,49,0,49,7,68,25,45,14,11,7,15,6,24,0,25,12,3,25,30,17,11,7,63,4,11,13,16,4,618
Telangana,Jogulamba Gadwal,Gadwal,2019,26,1,41,4,22,36,24,69,23,12,17,4,8,11,3,34,4,26,16,0,22,11,0,13,3,27,9,13,9,3,7,498
Telangana,Jogulamba Gadwal,Alampur,2019,6,8,63,56,9,65,20,36,11,14,4,6,8,8,5,2,9,17,31,2,24,27,23,13,15,87,4,0,0,24,1,598
Telangana,NagarKurnool,NagarKurnool,2019,18,4,75,61,20,66,6,97,0,52,18,22,11,12,14,67,3,1,4,19,24,20,3,12,20,38,12,29,13,23,9,773
Telangana,NagarKurnool,Achampet,2019,33,32,79,22,0,55,19,13,12,66,11,10,14,9,12,3,12,19,10,18,18,18,9,15,13,99,3,26,10,12,8,680
Telangana,NagarKurnool,Kalwakurthy,2019,21,0,66,67,25,59,3,63,5,18,18,11,25,5,10,79,3,19,71,10,4,5,24,12,5,82,5,4,1,16,5,741
Telangana,NagarKurnool,Kollapur,2019,18,24,14,16,13,63,6,84,19,1,13,16,19,7,1,77,1,21,79,2,9,12,4,12,20,62,4,19,7,10,21,674
Telangana,Nalgonda,Devarakonda,2019,65,33,17,56,29,36,2,4,14,41,24,3,6,1,10,28,8,22,28,6,9,25,16,2,17,39,8,20,20,7,25,621
Telangana,Nalgonda,Nagarjuna Sagar,2019,26,4,36,19,8,63,14,93,24,28,12,8,4,2,16,69,6,12,3,17,6,15,23,6,12,90,14,22,24,13,14,703
Telangana,Nalgonda,Miryalaguda,2019,29,9,12,41,25,39,5,62,5,12,22,10,25,15,16,65,6,23,1,3,14,31,21,5,10,62,7,5,3,18,16,617
Telangana,Nalgonda,Nalgonda,2019,40,22,48,74,17,6,25,43,24,58,17,13,19,6,7,35,9,3,12,14,16,3,6,12,12,2,19,18,23,23,4,630
Telangana,Nalgonda,Munugode,2019,52,29,74,23,22,1,12,0,3,56,13,18,24,2,3,44,2,18,53,19,8,23,19,17,11,57,16,8,10,25,18,680
Telangana,Nalgonda,Nakrekal,2019,64,21,1,21,26,14,17,15,11,8,12,24,23,11,5,71,3,15,11,12,11,23,23,3,5,51,5,2,23,18,3,552
Telangana,Suryapet,Huzurnagar,2019,44,0,25,68,3,68,5,28,6,53,14,7,10,8,5,49,4,8,74,6,5,15,17,11,19,50,20,5,16,15,8,666
Telangana,Suryapet,Kodad,2019,54,24,72,17,9,1,3,87,17,31,18,6,16,16,14,52,3,5,48,10,22,7,8,2,13,1,16,29,17,23,10,651
Telangana,Suryapet,Suryapet,2019,67,15,22,47,7,64,22,26,1,2,3,17,8,10,12,65,6,16,91,4,24,25,22,4,3,15,27,28,17,27,8,705
Telangana,Suryapet,Thungathurthi,2019,39,19,39,60,27,37,19,17,26,42,8,7,5,10,4,18,3,22,80,0,5,19,9,13,1,90,19,6,7,24,7,682
Telangana,Yadadri Bhuvanagiri,Alair,2019,51,33,43,32,6,29,24,37,8,25,16,13,2,2,4,35,7,14,76,4,22,22,9,8,3,56,8,28,23,2,21,663
Telangana,Yadadri Bhuvanagiri,Bhongir,2019,56,0,40,27,24,43,6,32,22,49,21,18,25,3,12,56,14,7,95,9,2,10,19,3,15,44,1,26,16,27,17,739
Telangana,Jangaon,Jangaon,2019,35,0,20,48,29,47,3,95,19,4,0,9,7,3,13,29,6,16,75,20,8,29,23,4,3,71,19,0,10,8,9,662
Telangana,Jangaon,Ghanpur(Station),2019,66,26,19,2,5,39,20,96,11,33,10,20,12,9,11,80,13,26,43,8,25,12,11,3,13,69,10,15,3,18,4,732
Telangana,Jangaon,Palakurthi,2019,19,10,29,29,10,68,24,54,22,46,8,24,20,6,14,71,2,6,4,2,18,20,19,0,6,96,20,24,15,13,3,702
Telangana,Mahbubabad,Dornakal,2019,37,19,36,23,18,18,7,98,1,54,20,15,13,2,5,63,4,17,50,2,9,10,22,14,19,23,4,8,10,5,26,652
Telangana,Mahbubabad,Mahabubabad,2019,21,31,15,75,16,53,24,92,23,26,6,23,6,12,10,2,10,1,75,15,26,20,25,15,9,25,22,12,24,16,16,746
Telangana,Warangal(Rural),Narsampet,2019,28,1,54,53,29,49,15,61,0,57,15,6,21,8,10,40,7,24,47,3,17,16,13,2,2,89,11,23,35,45,35,816
Telangana,Warangal(Rural),Parkal,2019,11,11,21,36,17,27,8,99,15,16,15,2,6,0,8,54,10,20,36,20,0,28,27,13,5,36,26,5,7,4,3,586
Telangana,Warangal(Urban),Warangal West,2019,37,7,67,32,19,48,11,58,0,5,8,10,5,4,16,50,11,13,86,6,6,21,18,47,58,110,26,26,24,18,24,871
Telangana,Warangal(Urban),Warangal(East),2019,62,6,72,43,29,60,5,36,9,8,23,21,3,10,10,65,10,15,40,16,27,39,17,11,3,103,5,7,35,18,24,832
Telangana,Warangal(Rural),Wardhannapet,2019,35,28,37,10,15,13,18,99,26,30,13,17,21,1,9,69,12,11,40,16,16,14,19,5,17,63,12,22,22,8,22,740
Telangana,Jayashankar Bhupalpally,Mulug,2019,53,26,14,40,23,1,10,70,12,64,9,8,20,0,14,83,5,20,7,1,11,6,20,17,9,42,8,7,14,7,3,624
Telangana,Jayashankar Bhupalpally,Bhupalpally,2019,43,13,29,70,20,51,18,84,22,39,4,21,0,13,3,26,2,0,55,7,25,0,12,17,9,45,19,2,22,10,23,704
Telangana,Bhadradri Kothagudem,Pinapaka,2019,66,8,55,18,2,40,17,0,3,5,5,18,5,16,10,73,4,19,18,10,8,24,24,16,12,16,6,3,9,11,15,536
Telangana,Bhadradri Kothagudem,Yellandu,2019,41,27,27,60,29,48,22,51,25,51,16,11,0,6,14,15,11,16,25,1,16,6,0,8,1,84,2,8,4,6,11,642
Telangana,Bhadradri Kothagudem,Bhadrachalam,2019,39,14,59,52,25,33,2,39,17,47,13,9,5,9,7,66,0,5,59,19,13,11,12,3,12,40,26,20,10,19,23,708
Telangana,Bhadradri Kothagudem,Kothagudem,2019,6,2,10,68,18,36,0,13,4,12,2,2,2,3,1,7,8,24,0,12,16,6,3,16,7,14,0,1,12,5,0,310
Telangana,Bhadradri Kothagudem,Aswaraopet,2019,28,11,2,1,5,36,9,88,12,26,8,19,14,14,4,70,12,27,8,0,15,18,14,5,13,24,6,19,16,8,3,535
Telangana,Khammam,Khammam,2019,9,11,11,7,0,6,9,12,17,27,13,18,16,12,10,18,5,25,23,11,5,6,3,1,0,29,0,10,2,10,12,338
Telangana,Khammam,Palair,2019,62,9,78,7,22,15,1,40,16,42,10,13,5,13,12,71,0,18,73,4,0,6,25,1,18,18,26,1,1,14,14,635
Telangana,Khammam,Madhira,2019,43,20,20,23,29,6,14,7,0,18,18,24,4,1,3,52,12,1,65,20,23,4,9,0,2,59,23,8,1,8,9,526
Telangana,Khammam,Wyra,2019,65,5,0,14,27,58,9,8,22,9,20,12,87,14,49,37,3,27,52,2,16,26,20,78,11,89,22,15,16,10,48,871
Telangana,Khammam,Sathupally,2019,32,7,17,2,9,60,25,0,5,16,14,17,9,7,2,5,3,25,31,10,23,20,15,6,15,25,15,29,10,11,20,485
Tripura,West Tripura,Simna,2019,9,0,5,0,15,15,4,15,11,0,0,23,17,0,16,31,1,27,5,9,19,25,12,8,13,1,10,1,7,14,20,333
Tripura,West Tripura,Mohanpur,2019,41,13,29,16,12,30,7,9,14,2,23,10,12,15,6,66,12,15,34,3,7,18,20,13,17,58,26,1,10,9,19,567
Tripura,West Tripura,Bamutia,2019,14,5,19,10,0,17,7,7,18,14,19,16,19,5,7,0,12,7,26,5,13,24,1,14,3,21,0,4,8,0,8,323
Tripura,West Tripura,Barjala,2019,36,2,3,49,24,2,17,67,2,24,24,24,22,10,4,28,0,2,61,9,25,13,3,0,7,39,1,28,5,23,20,574
Tripura,West Tripura,Khayerpur,2019,17,15,26,50,8,44,49,20,18,19,23,68,58,14,11,48,6,25,32,11,9,18,27,0,6,73,15,45,15,19,35,824
Tripura,West Tripura,Agartala,2019,15,17,26,2,10,42,8,58,27,45,2,8,4,9,15,3,5,27,4,15,11,1,26,14,13,31,8,15,11,5,9,486
Tripura,West Tripura,Ramnagar,2019,41,19,24,13,23,44,15,35,2,1,5,20,14,3,3,14,7,12,35,0,13,22,11,8,15,70,4,27,9,12,21,542
Tripura,West Tripura,Town Bordowali,2019,36,20,32,33,24,28,17,14,10,85,17,24,0,11,8,60,58,4,87,2,9,11,22,7,6,98,13,10,23,20,13,802
Tripura,West Tripura,Banamalipur,2019,3,17,6,8,20,18,0,52,5,4,23,12,19,7,6,0,0,11,18,8,7,12,14,8,10,61,25,28,11,14,4,431
Tripura,West Tripura,Majlishpur,2019,11,8,36,34,4,36,1,26,0,25,9,23,12,15,0,13,1,22,66,0,8,5,11,0,1,77,1,14,16,23,6,504
Tripura,West Tripura,Mandaibazar,2019,37,19,12,5,0,12,0,0,27,27,1,13,23,14,1,0,10,19,2,15,9,4,0,11,1,15,8,15,0,22,16,338
Tripura,Sipahijala,Takarjala,2019,33,12,39,28,26,15,7,44,6,1,20,16,24,7,1,22,12,1,28,10,16,12,20,15,16,14,26,26,18,21,17,553
Tripura,West Tripura,Pratapgarh,2019,29,18,22,48,15,22,16,36,21,17,1,16,2,8,14,20,2,25,14,15,12,9,24,7,12,82,24,19,0,22,2,574
Tripura,West Tripura,Badharghat,2019,42,8,42,50,1,11,2,71,2,22,13,24,20,0,11,42,9,14,1,20,7,26,26,14,10,64,0,28,1,22,2,605
Tripura,Sipahijala,Kamalasagar,2019,4,8,21,41,15,0,15,15,21,12,6,4,13,3,11,0,4,0,31,2,17,7,14,2,1,4,16,18,3,17,11,336
Tripura,Sipahijala,Bishalgarh,2019,5,10,17,3,0,2,5,1,10,23,10,14,9,9,1,32,3,1,19,20,5,17,25,0,19,15,5,29,2,21,17,349
Tripura,Sipahijala,Golaghati,2019,26,18,27,35,16,24,20,51,14,30,22,11,6,13,12,61,8,27,66,11,25,26,4,0,17,28,13,21,16,17,22,687
Tripura,West Tripura,Suryamaninagar,2019,35,19,27,17,8,39,0,66,27,28,48,23,16,68,59,47,0,14,12,15,14,16,26,10,2,61,2,16,23,48,17,803
Tripura,Sipahijala,Charilam,2019,14,8,33,38,22,21,14,21,3,6,18,7,17,6,5,55,1,4,58,11,9,17,4,7,0,71,22,13,0,2,18,525
Tripura,Sipahijala,Boxanagar,2019,33,3,46,37,5,11,23,3,23,22,13,5,16,1,6,47,11,24,50,10,27,23,0,1,3,74,6,28,6,5,27,589
Tripura,Sipahijala,Nalchar,2019,29,10,7,49,15,9,21,33,2,25,23,5,16,7,11,18,4,24,48,17,15,26,19,1,9,42,14,29,13,25,23,589
Tripura,Sipahijala,Sonamura,2019,2,16,32,12,12,35,18,13,1,41,5,11,11,7,10,10,8,14,66,16,15,17,16,4,2,61,15,22,21,22,17,552
Tripura,Sipahijala,Dhanpur,2019,39,1,20,19,21,3,11,2,13,17,19,17,3,0,2,35,11,25,9,7,3,26,3,8,6,81,5,26,18,16,15,481
Tripura,Khowai,Ramchandraghat,2019,7,13,48,21,2,3,23,0,17,42,4,16,1,11,1,36,14,10,53,5,16,5,15,5,10,7,4,0,17,6,22,434
Tripura,Khowai,Khowai,2019,10,14,26,30,15,21,7,7,8,30,4,5,14,6,9,61,12,15,47,0,6,25,14,3,15,52,0,16,0,25,21,518
Tripura,Khowai,Asharambari,2019,19,14,49,41,5,47,25,64,6,37,17,8,9,14,4,44,14,13,16,4,5,11,1,17,9,49,6,24,10,24,20,626
Tripura,Khowai,Kalyanpur-Pramodenagar,2019,22,15,8,1,17,23,2,0,6,32,4,17,18,14,15,42,2,10,22,9,24,5,20,3,11,71,15,21,18,6,13,486
Tripura,Khowai,Teliamura,2019,78,19,68,3,19,37,2,48,21,22,20,24,9,3,1,57,10,17,98,13,18,17,21,4,17,98,27,21,45,4,15,856
Tripura,Khowai,Krishnapur,2019,5,2,19,21,1,31,20,5,6,2,18,7,17,12,8,68,14,12,17,3,2,21,8,3,14,26,19,10,18,1,3,413
Tripura,Gomati,Bagma,2019,15,21,44,14,9,47,12,11,4,31,15,13,8,6,12,55,0,5,61,13,0,24,17,8,13,16,17,22,13,14,5,545
Tripura,Gomati,Radhakishorpur,2019,34,6,1,53,4,48,11,2,13,23,9,24,0,9,2,52,10,22,67,10,24,0,6,5,8,42,26,17,18,2,11,559
Tripura,Gomati,Matarbari,2019,12,7,15,6,5,1,24,10,3,21,13,23,11,11,7,27,4,4,4,11,7,0,0,4,16,40,2,0,18,17,5,328
Tripura,Gomati,Kakraban-Salgarh,2019,32,20,21,30,3,7,12,59,21,39,9,24,22,10,8,57,3,15,1,9,13,18,25,3,2,24,26,7,22,2,1,545
Tripura,South Tripura,Rajnagar,2019,17,20,49,44,0,7,4,69,6,12,3,8,17,15,12,2,2,19,4,18,12,0,13,17,11,64,6,4,24,24,2,505
Tripura,South Tripura,Belonia,2019,31,16,19,5,6,13,4,27,12,18,3,0,11,14,15,2,10,9,22,19,18,6,26,14,8,56,23,0,10,14,21,452
Tripura,South Tripura,Santirbazar,2019,7,16,14,8,23,27,12,27,8,6,19,13,9,3,8,69,9,20,71,4,5,1,14,13,6,27,12,14,14,1,5,485
Tripura,South Tripura,Hrishyamukh,2019,6,1,37,4,23,42,20,55,4,29,16,0,3,8,13,58,10,12,63,20,6,2,0,1,12,19,4,7,8,17,27,527
Tripura,South Tripura,Jolaibari,2019,28,8,11,47,20,2,13,52,8,6,4,17,18,9,13,58,1,8,22,13,5,3,16,3,6,23,6,23,2,24,27,496
Tripura,South Tripura,Manu,2019,85,18,69,22,98,26,2,44,26,14,4,23,20,10,7,62,6,26,10,19,25,22,12,1,20,58,23,18,9,15,20,814
Tripura,South Tripura,Sabroom,2019,9,20,28,40,25,46,8,32,6,36,24,12,13,12,6,36,1,8,52,14,25,11,25,2,6,77,1,9,3,5,24,616
Tripura,Gomati,Ampinagar,2019,12,0,32,18,19,19,5,45,13,40,23,21,10,14,6,11,2,1,65,14,14,2,4,12,14,66,1,16,19,15,4,537
Tripura,Gomati,Amarpur,2019,20,1,13,18,23,27,9,45,9,41,11,8,16,12,9,43,7,25,66,6,26,15,15,1,14,75,23,12,7,21,7,625
Tripura,Gomati,Karbook,2019,19,1,16,18,0,7,12,5,0,4,10,15,15,7,12,4,5,10,10,10,5,3,25,12,9,25,1,5,11,24,6,306
Tripura,Dhalai,Raima Valley,2019,28,20,44,30,15,16,13,5,24,45,24,14,6,8,5,43,4,26,53,20,16,26,5,11,19,29,18,18,16,8,17,626
Tripura,Dhalai,Kamalpur,2019,20,7,1,0,5,15,17,7,10,0,20,9,0,13,16,4,9,9,0,13,12,13,1,7,18,25,11,15,24,21,5,327
Tripura,Dhalai,Surma,2019,38,8,34,10,3,11,19,7,11,17,13,22,9,14,9,55,2,14,61,14,20,22,25,13,11,6,7,17,9,3,23,527
Tripura,Dhalai,Ambassa,2019,27,2,15,7,21,47,2,62,13,15,18,21,20,6,8,6,12,12,22,0,14,24,8,10,14,53,17,27,24,14,24,565
Tripura,Dhalai,Karmachhara,2019,0,14,37,52,16,7,23,70,20,47,3,21,20,14,9,11,14,11,11,20,13,9,0,3,19,28,10,13,15,23,24,577
Tripura,Dhalai,Chawamanu,2019,24,0,19,49,25,36,15,19,18,42,3,15,24,6,15,30,2,17,3,12,20,6,10,15,6,28,10,16,23,14,2,524
Tripura,Unakoti,Pabiachhara,2019,21,8,17,36,19,32,11,0,12,47,4,19,10,14,1,50,2,6,19,9,27,11,24,12,5,26,25,13,10,6,17,513
Tripura,Unakoti,Fatikroy,2019,48,15,43,37,15,42,12,19,23,47,16,20,38,7,48,33,11,19,61,0,15,15,45,14,19,68,20,24,22,18,17,831
Tripura,Unakoti,Chandipur,2019,3,11,28,43,0,24,25,15,6,12,17,3,7,6,2,6,4,6,0,18,20,17,6,0,3,0,11,0,0,23,5,321
Tripura,Unakoti,Kailashahar,2019,20,6,3,28,11,39,24,44,5,21,17,11,24,13,1,2,12,21,75,0,26,8,4,5,14,3,2,4,12,19,3,477
Tripura,North Tripura,Kadamtala-Kurti,2019,85,12,49,34,3,8,23,68,22,48,9,23,12,5,5,48,8,27,75,2,22,8,10,9,7,83,3,15,38,49,20,830
Tripura,North Tripura,Bagbassa,2019,19,11,13,6,1,45,13,30,18,33,7,15,21,9,6,33,13,23,63,15,14,3,27,4,2,28,15,10,2,1,26,526
